gbifID,datasetKey,class,order,family,genus,species,year,month,day,decimalLongitude,decimalLatitude
1609380928,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2012,,,21.689981,37.384461
1609380898,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2012,,,21.860561,38.387792
1609380732,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2012,,,23.907972,35.479258
1609380704,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2012,,,24.468417,35.171861
1609380680,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2012,,,23.848583,35.41875
1609380632,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2012,,,24.144861,35.454444
1609380626,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2006,,,24.770981,37.957083
1609380597,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2012,,,24.3955,35.200667
1609380588,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2012,,,24.321556,35.32975
1609380438,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2006,,,24.7132,41.023964
1609380426,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2006,,,24.528272,40.961433
1609380399,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2006,,,24.628294,40.87645
1609380375,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2006,,,24.792669,40.849875
1609380373,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2006,,,24.587361,40.914806
1609380331,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2006,,,24.943994,37.887958
1609380284,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2005,,,20.711472,38.819808
1609380253,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2000,,,28.06,36.39
1609380233,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2004,,,27.96,36.22
1609380205,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2003,,,28.03,36.15
1609380103,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2005,,,28.04,36.15
1609379579,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2005,,,20.93,39.21
1609379396,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,1998,,,20.89,39.66
1609379302,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,1993,,,20.53,39.23
1609379277,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,1992,,,20.48,39.24
1609379103,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2005,,,21.2,38.49
1609379035,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2005,,,21.19,38.49
1609378967,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,1992,,,21.13,38.45
1609378925,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,1997,,,21.92,38.41
1609378913,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2005,,,21.91,38.39
1609378813,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2000,,,21.87,37.06
1609378807,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,1997,,,22.19,38.18
1609378789,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,1994,,,22.02,37.05
1609378767,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,1997,,,23.02,37.84
1609378697,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,1997,,,21.84,37.64
1609378689,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2005,,,21.38,37.9
1609378663,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2000,,,21.73,36.96
1609378632,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2000,,,21.7,36.96
1609378558,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,1997,,,22.08,37.03
1609378551,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,1997,,,22.06,37.06
1609378540,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2005,,,21.58,37.64
1609378538,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,2005,,,21.56,37.64
1609378529,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,1992,,,21.45,37.61
1609378496,6ec2600f-768a-4240-9575-0972fef6c76f,,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,1992,,,21.48,37.64
5792085423,10ad7c8b-39c5-4f91-8921-d7f6c3db7f30,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,1998,12,,26.012,40.817
5792081443,dd537fbd-539b-45b2-8d4a-a524a8ac8132,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,1998,9,,26.06,40.779
5185986638,6aca6910-1f48-434d-ba57-a4a639ede7d9,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,1995,5,15,26.25111,39.20556
5019632120,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,2014,9,4,24.705088,40.861229
5018158467,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,1982,5,4,20.915909,39.015984
46342,c2e3081a-ba91-40cf-b2df-9885a24b37dc,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,1934,5,27,22.54999,38.79999
46336,c2e3081a-ba91-40cf-b2df-9885a24b37dc,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,1935,6,10,23.59939,38.4636
3947767916,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,2022,10,18,19.88363,39.455008
3947488866,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,2022,10,18,19.883633,39.454992
3947285864,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,2022,10,18,19.883633,39.455008
3947201939,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,2022,10,18,19.883628,39.454983
3355776585,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,2021,8,31,21.420672,38.332378
3355227560,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,2021,8,31,21.420692,38.332363
3025573974,8138eb72-f762-11e1-a439-00145eb45e9a,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,2002,5,13,27.15,36.883333
2635842231,de5a61e2-ef59-450d-be70-fcb241a2d567,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,2007,,,20.853583,39.073833
2635842228,de5a61e2-ef59-450d-be70-fcb241a2d567,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,2007,,,21.378472,39.013528
2635842225,de5a61e2-ef59-450d-be70-fcb241a2d567,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,2007,,,23.94025,38.663722
2635842222,de5a61e2-ef59-450d-be70-fcb241a2d567,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,2007,,,19.847778,39.655889
2635841343,de5a61e2-ef59-450d-be70-fcb241a2d567,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,2015,,,20.897222,37.783333
1609380303,6ec2600f-768a-4240-9575-0972fef6c76f,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,2005,,,20.071758,39.447031
1609379380,6ec2600f-768a-4240-9575-0972fef6c76f,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,2003,,,21.63,38.35
1609379090,6ec2600f-768a-4240-9575-0972fef6c76f,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,1999,,,21.33,38.44
1609378769,6ec2600f-768a-4240-9575-0972fef6c76f,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,1998,,,23.4,37.41
1609378717,6ec2600f-768a-4240-9575-0972fef6c76f,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,1998,,,23.37,37.41
1609378700,6ec2600f-768a-4240-9575-0972fef6c76f,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,2000,,,21.67,36.95
1609378629,6ec2600f-768a-4240-9575-0972fef6c76f,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,1997,,,21.6,37.51
1609378555,6ec2600f-768a-4240-9575-0972fef6c76f,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,1997,,,21.41,38.15
1609378531,6ec2600f-768a-4240-9575-0972fef6c76f,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,1997,,,21.38,38.16
1609378482,6ec2600f-768a-4240-9575-0972fef6c76f,,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius fasciatus,1999,,,22.11,38.26
883493564,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,11,23,26.566987,39.108085
883493563,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,11,3,20.76067,38.951399
883493559,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,10,13,23.442414,37.875802
883493558,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,11,3,22.282562,38.268376
883493557,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,11,9,22.093277,38.361042
883493555,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,10,27,26.567574,39.003178
883493554,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,7,17,25.733492,35.249369
883493552,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,7,17,25.391586,35.331975
883493551,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,7,17,25.717553,35.196396
883493550,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,10,13,23.694706,39.945805
883493547,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,7,16,25.717256,35.195089
883493544,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,6,13,25.759397,35.253742
883493543,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,7,18,25.021123,35.414883
883493541,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,7,17,25.739161,35.299453
883493534,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,6,14,24.989153,35.41515
883493533,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,7,13,25.283225,35.334978
883493532,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,6,12,25.034015,35.401329
883493531,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,6,13,25.764758,35.250289
883493527,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,6,1,25.283353,35.334873
883493524,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,6,12,25.061103,35.675022
883493521,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2012,10,18,25.046428,35.390719
883493519,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2012,11,1,26.234006,35.269578
883493518,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,6,1,25.021422,35.416314
883493517,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,5,1,25.192485,35.440516
883493516,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2012,10,31,26.223683,35.266653
883493515,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2012,10,31,26.298842,35.204561
883493514,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2012,10,21,25.026878,35.401547
883493513,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2012,8,13,20.917606,38.57322
883493512,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2012,11,1,26.292069,35.200239
883493511,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,5,30,25.261338,35.332878
883493510,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2012,9,22,25.232489,35.432706
883493505,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2012,8,9,25.733825,35.226661
883493502,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2012,8,13,25.724431,35.222783
883493501,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2012,8,11,25.029558,35.400011
883493500,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2012,8,6,25.028197,35.403208
883493498,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2012,7,25,25.734764,35.227358
883493495,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2012,8,21,26.169908,39.349664
883493493,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2012,7,25,25.757311,35.249869
883493490,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2012,7,22,25.022628,35.408392
883493485,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2012,7,13,25.717244,35.201692
883493476,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2011,9,25,25.027578,35.403736
883493475,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2011,9,3,25.822058,37.091966
883493472,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2011,9,3,21.660297,36.964006
883493470,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2011,8,29,25.411242,35.307825
883493468,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2011,9,3,25.732489,35.225406
883493466,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2011,9,3,25.645331,35.706175
883493465,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2011,8,27,22.947928,36.158939
883493463,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2011,8,29,22.998403,36.314114
883493460,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2011,8,25,25.388175,35.337792
883493459,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2011,8,25,25.148175,37.545153
883493457,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2011,8,24,25.062469,37.657603
883493456,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2011,8,22,25.108852,37.569345
883493455,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2011,8,23,25.043025,37.612867
883493454,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2011,8,22,25.018344,35.412406
883493448,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2011,8,19,25.725483,35.224308
883493441,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2011,8,14,24.980831,34.933292
883493439,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2011,8,8,25.027633,35.401542
883493433,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2011,8,7,25.841236,35.010997
883493432,e6c97f6e-e952-11e2-961f-00145eb45e9a,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2011,8,7,25.502183,34.981531
6133198029,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2025,8,6,23.682732,38.37162
5936114768,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2025,8,13,23.581499,35.606866
5936019834,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2025,8,24,24.946265,37.446584
5935788540,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2023,7,21,19.515185,39.782873
5935750039,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2025,8,20,25.747261,35.126486
5935728022,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2025,8,18,25.020977,35.404265
5932541467,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2025,10,12,25.145865,40.993295
5909049643,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2020,7,14,22.62997,40.575902
5868326668,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2008,8,30,24.279842,35.330707
5837828325,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2025,9,21,22.8974,40.376153
5827699490,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2025,7,31,22.479129,36.54771
5827601155,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2025,7,31,22.479123,36.547714
5827383544,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2025,7,31,22.479137,36.54771
5761059420,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2025,8,22,20.96246,37.739683
5761006393,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2025,8,15,23.087511,40.300893
5760314666,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2013,4,30,26.21001,39.205322
5292434671,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2025,8,10,23.086533,40.300791
5291994302,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2025,8,9,23.081229,40.305036
52456,c2e3081a-ba91-40cf-b2df-9885a24b37dc,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2003,8,5,22.68729,40.5
5237712925,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2025,7,22,26.857829,37.800006
5217085442,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2019,6,23,20.482627,38.163992
5185995914,6aca6910-1f48-434d-ba57-a4a639ede7d9,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,1999,9,20,21.415,38.54944
5168494423,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2025,5,15,23.976724,35.514236
5154746526,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2025,4,28,26.293172,39.159812
5133580071,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2025,4,7,21.49138,38.59044
5086965450,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2022,6,19,23.069924,36.483657
5063639946,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2024,8,26,20.349997,39.283336
5063554865,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2024,8,26,20.349999,39.283335
5063551646,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2024,8,26,20.350039,39.283322
5063319920,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2024,8,15,19.903445,39.416101
5063103523,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2024,8,8,19.94038,39.786019
5037077618,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2024,8,6,20.083621,39.365653
5036845901,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2024,8,6,20.083618,39.365662
5036820891,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2024,8,6,20.083618,39.365663
5008268486,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2024,7,30,19.925654,39.645141
5007911739,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2024,7,30,19.925666,39.645155
5007464457,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2024,7,30,19.925658,39.645146
5007159329,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2024,7,30,19.925655,39.645142
5006939666,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2024,7,30,19.925653,39.64514
4980555136,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2024,7,4,20.816817,38.767546
4980517449,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2024,7,5,20.918695,38.575409
4980487897,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2024,7,5,20.918694,38.575408
4980473110,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2024,7,4,20.816818,38.767547
4980396222,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2024,7,4,20.816819,38.767548
4980332614,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Atheriniformes,Atherinidae,Atherina,Atherina boyeri,2024,7,5,20.918697,38.57541
